player,age,team_id,per,ws,bpm,year
Michael Finley,35,SAS,11.4,4.4,-0.4,2009
Derek Fisher,34,LAL,12.1,6.3,0.2,2009
T.J. Ford,25,IND,16.6,4.3,0.3,2009
Randy Foye,25,MIN,13.7,3.1,-0.8,2009
Adonal Foyle,33,ORL,21.0,0.3,5.1,2009
Adonal Foyle,33,MEM,-6.3,0.0,-17.6,2009
Dan Gadzuric,30,MIL,12.2,1.8,-2.5,2009
Danilo Gallinari,20,NYK,13.4,1.0,0.6,2009
Marc Gasol,24,MEM,16.7,6.4,-0.1,2009
Pau Gasol,28,LAL,22.2,13.9,4.5,2009
Rudy Gay,22,MEM,15.3,3.3,-1.1,2009
Daniel Gibson,22,CLE,10.1,3.8,-1.0,2009
J.R. Giddens,23,BOS,26.0,0.0,7.2,2009
Ryan Gomes,26,MIN,12.5,2.5,-1.7,2009
Drew Gooden,27,CHI,15.3,1.7,-1.8,2009
Drew Gooden,27,SAC,18.7,0.0,-0.4,2009
Drew Gooden,27,SAS,18.8,0.9,-1.9,2009
Eric Gordon,20,LAC,14.9,4.6,-0.4,2009
Marcin Gortat,24,ORL,17.0,3.3,1.1,2009
Danny Granger,25,IND,21.8,8.0,4.8,2009
Jeff Green,22,OKC,13.9,4.2,-1.2,2009
Hamed Haddadi,23,MEM,19.7,0.4,0.3,2009
Richard Hamilton,30,DET,16.9,4.5,0.1,2009
Matt Harpring,32,UTA,12.3,1.2,-2.8,2009
Al Harrington,28,GSW,8.8,-0.1,-2.3,2009
Al Harrington,28,NYK,16.4,4.0,0.0,2009
Devin Harris,25,BRK,21.6,7.5,2.8,2009
Udonis Haslem,28,MIA,13.1,5.7,-2.3,2009
Spencer Hawes,20,SAC,13.0,0.8,-3.0,2009
Chuck Hayes,25,HOU,7.8,1.6,-1.5,2009
Roy Hibbert,22,IND,16.1,2.1,-3.0,2009
George Hill,22,SAS,11.6,2.1,-1.8,2009
Ryan Hollins,24,CHO,15.3,0.6,-1.0,2009
Ryan Hollins,24,DAL,11.3,0.4,-3.9,2009
Al Horford,22,ATL,17.0,6.8,1.7,2009
Dwight Howard,23,ORL,25.4,13.8,4.5,2009
Kris Humphries,23,TOR,16.3,0.7,-1.7,2009
Andre Iguodala,25,PHI,18.4,9.2,3.2,2009
Royal Ivey,27,PHI,7.6,0.9,-2.2,2009
Jarrett Jack,25,IND,13.1,4.1,-1.4,2009
Stephen Jackson,30,GSW,16.1,2.2,-0.3,2009
LeBron James,24,CLE,31.7,20.3,13.2,2009
Mike James,33,NOP,5.8,0.0,-6.0,2009
Mike James,33,WAS,9.9,-0.1,-3.8,2009
Amir Johnson,21,DET,13.5,2.7,-1.4,2009
Joe Johnson,27,ATL,18.2,7.6,1.8,2009
Dahntay Jones,28,DEN,9.0,2.0,-2.9,2009
Damon Jones,32,MIL,6.2,0.0,-4.0,2009
DeAndre Jordan,20,LAC,14.1,1.3,-3.3,2009
Chris Kaman,26,LAC,14.4,0.6,-3.1,2009
Brevin Knight,33,UTA,9.5,0.7,-1.9,2009
Kyle Korver,27,UTA,12.1,3.7,0.1,2009
Kosta Koufos,19,UTA,15.2,1.3,-1.4,2009
David Lee,25,NYK,19.0,9.0,0.8,2009
Shaun Livingston,23,MIA,5.4,0.0,-7.5,2009
Shaun Livingston,23,OKC,13.5,0.4,-1.4,2009
Robin Lopez,20,PHO,11.6,1.1,-3.4,2009
Kevin Love,20,MIN,18.3,5.3,-1.1,2009
Kyle Lowry,22,MEM,14.1,1.8,-0.7,2009
Kyle Lowry,22,HOU,15.0,1.8,1.7,2009
Mark Madsen,33,MIN,-0.1,-0.1,-10.0,2009
Corey Maggette,29,GSW,16.9,3.3,-2.0,2009
Stephon Marbury,31,BOS,4.4,-0.3,-6.1,2009
Shawn Marion,30,MIA,15.7,3.6,0.4,2009
Shawn Marion,30,TOR,16.4,1.6,0.1,2009
Donyell Marshall,35,PHI,18.9,0.8,6.5,2009
Cartier Martin,24,CHO,9.2,0.4,-2.8,2009
Kenyon Martin,31,DEN,13.6,4.0,0.3,2009
Roger Mason,28,SAS,11.9,4.7,-0.9,2009
Jason Maxiell,25,DET,15.8,4.1,-0.6,2009
Sean May,24,CHO,6.2,-0.3,-7.4,2009
Luc Mbah a Moute,22,MIL,12.3,4.0,-0.8,2009
JaVale McGee,21,WAS,17.0,2.0,-2.9,2009
Josh McRoberts,21,IND,12.5,0.4,-2.3,2009
C.J. Miles,21,UTA,11.8,2.9,-1.6,2009
Paul Millsap,23,UTA,18.6,7.7,1.1,2009
Nazr Mohammed,31,CHO,7.7,0.0,-7.1,2009
Anthony Morrow,23,GSW,14.7,3.0,-0.2,2009
Jameer Nelson,26,ORL,20.6,6.0,5.1,2009
Joakim Noah,23,CHI,16.5,6.4,1.1,2009
Steve Novak,25,LAC,13.5,2.2,-0.4,2009
Dirk Nowitzki,30,DAL,23.1,10.9,3.4,2009
Patrick O'Bryant,22,BOS,9.5,0.1,-5.6,2009
Patrick O'Bryant,22,TOR,13.5,0.2,-3.5,2009
Jermaine O'Neal,30,TOR,15.4,1.4,-1.3,2009
Jermaine O'Neal,30,MIA,15.5,1.2,-1.7,2009
Fabricio Oberto,33,SAS,10.6,1.7,-2.2,2009
Lamar Odom,29,LAL,16.6,6.9,2.0,2009
Emeka Okafor,26,CHO,18.0,8.2,0.2,2009
Mehmet Okur,29,UTA,17.5,7.4,1.3,2009
Zaza Pachulia,24,ATL,14.1,3.9,-2.6,2009
Anthony Parker,33,TOR,12.1,3.4,-0.7,2009
Tony Parker,26,SAS,23.4,8.6,3.6,2009
Chris Paul,23,NOP,30.0,18.3,11.0,2009
Kendrick Perkins,24,BOS,13.2,5.6,0.1,2009
Morris Peterson,31,NOP,10.7,0.6,-2.1,2009
Paul Pierce,31,BOS,17.7,10.3,3.1,2009
Leon Powe,25,BOS,17.2,4.9,-0.3,2009
Josh Powell,26,LAL,9.9,0.6,-6.4,2009
Anthony Randolph,19,GSW,16.9,1.6,-2.3,2009
Zach Randolph,27,NYK,19.8,0.9,-0.2,2009
Zach Randolph,27,LAC,19.6,2.2,0.1,2009
Theo Ratliff,35,PHI,11.2,1.4,-0.4,2009
Jason Richardson,28,CHO,15.8,1.1,1.3,2009
Jason Richardson,28,PHO,16.9,4.7,1.2,2009
Quentin Richardson,28,NYK,11.6,2.1,-1.2,2009
Nate Robinson,24,NYK,18.9,5.9,2.4,2009
Rajon Rondo,22,BOS,18.8,9.9,4.0,2009
Derrick Rose,20,CHI,16.0,4.9,-0.4,2009
Brandon Rush,23,IND,9.0,0.9,-2.8,2009
Brian Scalabrine,30,BOS,7.4,1.1,-1.5,2009
Luis Scola,28,HOU,17.0,8.6,0.5,2009
Thabo Sefolosha,24,CHI,11.7,1.0,0.5,2009
Thabo Sefolosha,24,OKC,12.5,1.2,1.2,2009
Ramon Sessions,22,MIL,17.6,5.6,1.6,2009
Bobby Simmons,28,BRK,12.0,3.4,0.0,2009
Sean Singletary,23,PHO,8.5,0.1,-3.8,2009
Sean Singletary,23,CHO,5.5,0.0,-6.0,2009
J.R. Smith,23,DEN,16.8,5.8,2.2,2009
Joe Smith,33,OKC,13.2,1.3,-1.9,2009
Joe Smith,33,CLE,14.8,1.4,0.0,2009
Marreese Speights,21,PHI,17.9,3.8,-1.4,2009
Jerry Stackhouse,34,DAL,3.4,-0.4,-7.5,2009
Amar'e Stoudemire,26,PHO,20.3,6.1,1.7,2009
Wally Szczerbiak,31,CLE,12.1,4.5,0.1,2009
Sebastian Telfair,23,MIN,10.8,0.8,-3.4,2009
Jason Terry,31,DAL,19.3,7.3,2.9,2009
Jason Thompson,22,SAC,13.9,2.7,-4.2,2009
Al Thornton,25,LAC,12.6,1.3,-4.1,2009
Anthony Tolliver,23,SAS,7.6,0.0,-3.9,2009
Alando Tucker,24,PHO,13.0,0.2,-4.2,2009
Beno Udrih,26,SAC,12.3,1.2,-3.1,2009
Dwyane Wade,27,MIA,30.4,14.7,10.6,2009
Von Wafer,23,HOU,14.7,2.6,0.2,2009
Ben Wallace,34,CLE,12.2,3.8,1.6,2009
Hakim Warrick,26,MEM,16.9,4.7,-0.7,2009
Earl Watson,29,OKC,9.5,-0.2,-4.6,2009
Kyle Weaver,22,OKC,10.2,1.2,-1.2,2009
Martell Webster,22,POR,-8.4,0.0,-14.2,2009
Sonny Weems,22,DEN,-3.9,-0.3,-18.9,2009
Delonte West,25,CLE,14.1,6.4,1.7,2009
Russell Westbrook,20,OKC,15.2,1.9,-1.0,2009
D.J. White,22,OKC,19.8,0.4,0.4,2009
Damien Wilkins,29,OKC,8.3,0.0,-4.7,2009
Deron Williams,24,UTA,21.1,8.4,4.0,2009
Lou Williams,22,PHI,16.3,3.4,0.6,2009
Mo Williams,26,CLE,17.2,9.8,2.3,2009
Shelden Williams,25,SAC,12.2,0.1,-4.8,2009
Shelden Williams,25,MIN,16.0,0.4,-1.7,2009
Brandan Wright,21,GSW,18.7,1.9,0.1,2009
Dorell Wright,23,MIA,3.7,-0.1,-10.3,2009
Nick Young,23,WAS,13.1,1.2,-3.3,2009
Thaddeus Young,20,PHI,15.3,5.5,-0.1,2009
Shareef Abdur-Rahim,31,SAC,5.5,0.0,-6.9,2008
Maurice Ager,23,DAL,-4.4,-0.3,-13.7,2008
Maurice Ager,23,BRK,7.1,-0.1,-8.7,2008
LaMarcus Aldridge,22,POR,18.5,6.2,0.2,2008
Malik Allen,29,BRK,10.1,0.4,-3.6,2008
Malik Allen,29,DAL,9.1,0.7,-3.3,2008
Ray Allen*,32,BOS,16.4,9.7,3.0,2008
Tony Allen,26,BOS,10.7,2.7,-1.7,2008
Morris Almond,22,UTA,2.0,-0.1,-12.0,2008
Lou Amundson,25,PHI,7.4,0.1,-8.5,2008
Carmelo Anthony,23,DEN,21.1,8.2,1.6,2008
Trevor Ariza,22,ORL,12.7,0.2,1.4,2008
Trevor Ariza,22,LAL,17.1,1.6,3.1,2008
Renaldo Balkman,23,NYK,11.5,1.3,-1.8,2008
Leandro Barbosa,25,PHO,15.8,5.5,0.2,2008
J.J. Barea,23,DAL,11.7,0.5,-1.9,2008
Earl Barron,26,MIA,9.4,-0.4,-7.2,2008
Brent Barry,36,SAS,16.7,2.3,3.6,2008
Shane Battier,29,HOU,11.7,8.2,2.0,2008
Marco Belinelli,21,GSW,8.2,0.0,-4.6,2008
Charlie Bell,28,MIL,10.9,1.3,-2.5,2008
Chauncey Billups,31,DET,23.6,13.5,7.7,2008
Steve Blake,27,POR,12.0,3.8,-0.5,2008
Andray Blatche,21,WAS,15.5,3.0,-1.7,2008
Andrew Bogut,23,MIL,17.5,4.8,0.0,2008
Chris Bosh,23,TOR,23.8,10.1,4.4,2008
Bruce Bowen,36,SAS,7.0,4.4,-1.4,2008
Ryan Bowen,32,NOP,9.9,1.5,-0.8,2008
Corey Brewer,21,MIN,8.3,-0.2,-4.1,2008
Ronnie Brewer,22,UTA,18.4,7.8,3.8,2008
Aaron Brooks,23,HOU,13.1,1.4,-0.2,2008
Caron Butler,27,WAS,20.7,7.2,4.1,2008
Rasual Butler,28,NOP,8.8,1.2,-1.9,2008
Marcus Camby,33,DEN,17.2,8.5,3.4,2008
Brian Cardinal,30,MEM,7.3,0.0,-5.2,2008
Vince Carter,31,BRK,18.8,7.7,2.4,2008
Tyson Chandler,25,NOP,17.5,10.0,0.4,2008
Wilson Chandler,20,NYK,11.7,0.5,-4.0,2008
Josh Childress,24,ATL,17.8,7.6,2.0,2008
Jarron Collins,29,UTA,6.1,1.0,-3.4,2008
Nick Collison,27,OKC,15.0,4.5,-1.4,2008
Daequan Cook,20,MIA,7.9,-0.4,-5.2,2008
Jamal Crawford,27,NYK,16.0,5.0,0.3,2008
Austin Croshere,32,GSW,13.2,1.1,-1.1,2008
Eddy Curry,25,NYK,15.0,1.7,-2.8,2008
Marquis Daniels,27,IND,11.6,0.9,-2.4,2008
Baron Davis,28,GSW,19.8,8.7,3.6,2008
Glen Davis,22,BOS,11.3,2.5,-3.0,2008
Carlos Delfino,25,TOR,13.6,4.0,0.4,2008
Luol Deng,22,CHI,17.0,4.4,0.1,2008
Boris Diaw,25,PHO,12.0,3.0,-0.8,2008
DeSagana Diop,26,DAL,13.4,2.6,0.7,2008
DeSagana Diop,26,BRK,10.4,0.5,-3.4,2008
Jared Dudley,22,CHO,13.6,2.9,-0.7,2008
Ronald Dupree,27,DET,0.0,0.0,-2.5,2008
Ronald Dupree,27,OKC,17.5,0.1,5.4,2008
Kevin Durant,19,OKC,15.8,2.3,-0.1,2008
Reggie Evans,27,PHI,11.0,2.7,-3.0,2008
Raymond Felton,23,CHO,13.8,3.4,-2.1,2008
Michael Finley,34,SAS,11.4,4.2,-0.6,2008
Derek Fisher,33,LAL,13.8,5.7,-0.4,2008
T.J. Ford,24,TOR,20.3,3.3,2.5,2008
Randy Foye,24,MIN,12.7,1.1,-2.2,2008
Adonal Foyle,32,ORL,9.9,1.3,-1.9,2008
Dan Gadzuric,29,MIL,10.7,0.1,-6.1,2008
Pau Gasol,27,MEM,20.1,3.9,2.1,2008
Pau Gasol,27,LAL,24.0,4.6,5.5,2008
Rudy Gay,21,MEM,17.4,5.0,0.8,2008
Daniel Gibson,21,CLE,11.7,4.1,-0.4,2008
Ryan Gomes,25,MIN,15.7,4.8,-0.1,2008
Drew Gooden,26,CLE,12.5,2.0,-3.5,2008
Drew Gooden,26,CHI,17.4,1.3,-0.9,2008
Marcin Gortat,23,ORL,19.8,0.1,-3.4,2008
Danny Granger,24,IND,16.7,7.3,1.4,2008
Jeff Green,21,OKC,9.8,0.2,-4.1,2008
Richard Hamilton,29,DET,18.2,7.7,2.3,2008
Anfernee Hardaway,36,MIA,9.0,0.2,-1.1,2008
Matt Harpring,31,UTA,14.1,2.8,-1.9,2008
Al Harrington,27,GSW,15.6,5.4,0.2,2008
Devin Harris,24,DAL,18.0,3.9,1.4,2008
Devin Harris,24,BRK,16.7,1.7,0.3,2008
Udonis Haslem,27,MIA,12.7,2.5,-2.7,2008
Spencer Hawes,19,SAC,11.6,0.6,-4.1,2008
Chuck Hayes,24,HOU,11.2,4.4,0.8,2008
Ryan Hollins,23,CHO,11.4,1.1,-3.8,2008
Al Horford,21,ATL,14.7,5.5,-1.6,2008
Dwight Howard,22,ORL,22.9,12.9,2.8,2008
Kris Humphries,22,TOR,15.7,1.8,-2.3,2008
Andre Iguodala,24,PHI,19.0,9.6,4.0,2008
Royal Ivey,26,MIL,8.8,0.5,-4.4,2008
Jarrett Jack,24,POR,13.0,3.2,-1.2,2008
Stephen Jackson,29,GSW,14.9,4.6,-0.2,2008
LeBron James,23,CLE,29.1,15.2,10.9,2008
Mike James,32,HOU,9.6,0.4,-2.9,2008
Mike James,32,NOP,5.7,-0.1,-6.3,2008
Amir Johnson,20,DET,17.5,3.0,1.3,2008
Joe Johnson,26,ATL,17.3,7.0,1.2,2008
Dahntay Jones,27,SAC,13.5,0.4,-0.6,2008
Damon Jones,31,CLE,11.3,3.0,-0.4,2008
Chris Kaman,25,LAC,17.5,3.6,0.3,2008
Brevin Knight,32,LAC,11.4,2.1,-1.7,2008
Kyle Korver,26,PHI,10.5,1.0,-1.1,2008
Kyle Korver,26,UTA,14.2,3.2,1.2,2008
David Lee,24,NYK,18.0,7.4,0.4,2008
Kyle Lowry,21,MEM,14.3,3.4,-0.9,2008
Mark Madsen,32,MIN,0.2,-0.3,-10.6,2008
Corey Maggette,28,LAC,19.3,6.9,1.9,2008
Ian Mahinmi,21,SAS,35.3,0.2,6.6,2008
Stephon Marbury,30,NYK,13.8,1.1,-0.5,2008
Shawn Marion,29,PHO,20.0,6.5,4.5,2008
Shawn Marion,29,MIA,17.1,0.9,-0.4,2008
Donyell Marshall,34,CLE,8.4,0.1,-3.8,2008
Donyell Marshall,34,OKC,10.9,0.2,-2.5,2008
Kenyon Martin,30,DEN,14.7,5.0,-0.8,2008
Roger Mason,27,WAS,13.8,3.4,0.0,2008
Jason Maxiell,24,DET,16.7,6.3,-0.1,2008
Josh McRoberts,20,POR,20.3,0.1,3.7,2008
C.J. Miles,20,UTA,14.2,1.9,0.6,2008
Paul Millsap,22,UTA,16.1,5.2,-0.2,2008
Nazr Mohammed,30,DET,13.1,0.5,-3.1,2008
Nazr Mohammed,30,CHO,16.2,2.8,-2.2,2008
Jameer Nelson,25,ORL,15.5,5.6,1.2,2008
Joakim Noah,22,CHI,15.5,3.8,-0.2,2008
Steve Novak,24,HOU,17.3,1.1,4.2,2008
Dirk Nowitzki,29,DAL,24.6,12.9,6.6,2008
Patrick O'Bryant,21,GSW,14.0,0.2,-3.9,2008
Jermaine O'Neal,29,IND,14.4,0.9,-1.8,2008
Fabricio Oberto,32,SAS,13.8,6.1,0.4,2008
Lamar Odom,28,LAL,16.9,9.7,2.3,2008
Emeka Okafor,25,CHO,17.4,5.8,-1.1,2008
Mehmet Okur,28,UTA,15.2,6.7,0.8,2008
Zaza Pachulia,23,ATL,11.0,1.1,-5.1,2008
Jannero Pargo,28,NOP,11.9,1.1,-2.7,2008
Anthony Parker,32,TOR,14.4,6.2,0.9,2008
Tony Parker,25,SAS,20.0,7.0,2.4,2008
Chris Paul,22,NOP,28.3,17.8,10.4,2008
Kendrick Perkins,23,BOS,13.3,6.2,0.5,2008
Morris Peterson,30,NOP,11.2,3.8,-0.3,2008
Paul Pierce,30,BOS,19.6,12.4,4.8,2008
Leon Powe,24,BOS,20.9,4.3,0.2,2008
Josh Powell,25,LAC,10.7,1.1,-4.9,2008
Zach Randolph,26,NYK,18.0,3.0,-0.6,2008
Theo Ratliff,34,MIN,12.3,0.3,-1.5,2008
Theo Ratliff,34,DET,11.6,0.5,-0.7,2008
Jason Richardson,27,CHO,18.4,7.4,3.0,2008
Quentin Richardson,27,NYK,8.5,0.3,-2.8,2008
Nate Robinson,23,NYK,15.3,3.2,0.0,2008
Rajon Rondo,21,BOS,15.6,7.2,2.1,2008
Brian Scalabrine,29,BOS,5.1,0.6,-2.8,2008
Luis Scola,27,HOU,16.1,6.5,0.0,2008
Thabo Sefolosha,23,CHI,11.4,1.5,-1.0,2008
Ramon Sessions,21,MIL,16.2,0.7,-1.0,2008
Bobby Simmons,27,MIL,10.3,0.7,-3.2,2008
J.R. Smith,22,DEN,18.1,3.7,2.6,2008
Jason Smith,21,PHI,10.7,1.5,-3.5,2008
Joe Smith,32,CHI,16.8,2.6,-0.6,2008
Joe Smith,32,CLE,14.9,1.5,-2.0,2008
Jerry Stackhouse,33,DAL,13.3,2.3,-0.8,2008
Amar'e Stoudemire,25,PHO,27.6,14.6,4.8,2008
Wally Szczerbiak,30,OKC,15.7,2.3,0.7,2008
Wally Szczerbiak,30,CLE,10.3,0.5,-2.9,2008
Sebastian Telfair,22,MIN,10.4,0.7,-3.1,2008
Jason Terry,30,DAL,17.8,8.6,3.1,2008
Al Thornton,24,LAC,12.7,1.1,-3.4,2008
Jamaal Tinsley,29,IND,12.8,0.8,-1.5,2008
Alando Tucker,23,PHO,11.8,0.0,-7.2,2008
Beno Udrih,25,SAC,13.3,2.4,-1.4,2008
Dwyane Wade,26,MIA,21.5,3.3,2.9,2008
Von Wafer,22,DEN,-1.6,-0.4,-14.0,2008
Von Wafer,22,POR,4.7,-0.1,-5.0,2008
Antoine Walker,31,MIN,11.4,0.1,-2.2,2008
Ben Wallace,33,CHI,11.8,2.4,0.4,2008
Ben Wallace,33,CLE,12.4,1.2,-0.3,2008
Hakim Warrick,25,MEM,16.2,3.3,-1.9,2008
Earl Watson,28,OKC,14.6,2.9,-0.9,2008
Chris Webber,34,GSW,10.7,0.1,-1.1,2008
Martell Webster,21,POR,12.0,3.5,-0.2,2008
Bonzi Wells,31,HOU,14.1,2.1,-0.2,2008
Bonzi Wells,31,NOP,15.1,0.8,-0.4,2008
Delonte West,24,OKC,9.8,-0.4,-2.8,2008
Delonte West,24,CLE,14.1,1.7,1.1,2008
Damien Wilkins,28,OKC,11.3,1.0,-2.3,2008
Deron Williams,23,UTA,20.8,11.3,3.8,2008
Lou Williams,21,PHI,16.7,4.4,1.4,2008
Mo Williams,25,MIL,17.0,4.5,0.3,2008
Shelden Williams,24,ATL,9.8,0.5,-3.5,2008
Shelden Williams,24,SAC,14.2,0.7,-3.4,2008
Brandan Wright,20,GSW,17.2,1.1,-0.4,2008
Dorell Wright,22,MIA,14.4,2.2,0.1,2008
Nick Young,22,WAS,11.6,0.4,-4.7,2008
Thaddeus Young,19,PHI,16.5,4.5,0.5,2008
Shareef Abdur-Rahim,30,SAC,13.1,2.8,-2.5,2007
Maurice Ager,22,DAL,2.9,-0.3,-8.7,2007
LaMarcus Aldridge,21,POR,17.1,3.4,-1.4,2007
Malik Allen,28,CHI,10.4,1.0,-3.4,2007
Ray Allen*,31,OKC,21.6,6.3,3.7,2007
Tony Allen,25,BOS,17.0,1.9,1.0,2007
Lou Amundson,24,UTA,0.0,0.0,-7.3,2007
Lou Amundson,24,PHI,9.8,0.1,-4.8,2007
Alan Anderson,24,CHO,10.1,0.1,-4.5,2007
Carmelo Anthony,22,DEN,22.1,7.3,1.9,2007
Trevor Ariza,21,ORL,16.2,3.4,1.6,2007
Renaldo Balkman,22,NYK,16.1,2.8,1.3,2007
Leandro Barbosa,24,PHO,18.4,8.2,2.7,2007
J.J. Barea,22,DAL,9.6,0.1,-5.2,2007
Earl Barron,25,MIA,6.6,-0.3,-9.6,2007
Brent Barry,35,SAS,16.6,6.8,4.3,2007
Shane Battier,28,HOU,12.0,9.0,2.3,2007
Charlie Bell,27,MIL,13.1,4.0,-1.3,2007
Chauncey Billups,30,DET,21.3,11.4,4.7,2007
Steve Blake,26,MIL,6.8,-0.1,-4.2,2007
Steve Blake,26,DEN,11.0,2.2,-1.2,2007
Andray Blatche,20,WAS,12.1,0.5,-3.6,2007
Andrew Bogut,22,MIL,15.5,4.0,0.0,2007
Chris Bosh,22,TOR,22.6,9.6,2.7,2007
Bruce Bowen,35,SAS,7.1,4.1,-1.1,2007
Ronnie Brewer,21,UTA,15.2,1.7,1.2,2007
Dee Brown,22,UTA,8.6,0.2,-1.8,2007
Caron Butler,26,WAS,18.3,5.3,0.9,2007
Rasual Butler,27,NOP,10.8,2.6,-0.9,2007
Marcus Camby,32,DEN,19.1,7.6,4.7,2007
Brian Cardinal,29,MEM,17.7,0.9,4.2,2007
Vince Carter,30,BRK,21.8,10.5,3.9,2007
Tyson Chandler,24,NOP,17.0,7.9,0.6,2007
Josh Childress,23,ATL,16.2,5.5,1.7,2007
Doug Christie,36,LAC,4.1,-0.1,-5.2,2007
Speedy Claxton,28,ATL,7.3,-0.7,-4.5,2007
Jarron Collins,28,UTA,8.0,1.3,-2.9,2007
Nick Collison,26,OKC,14.2,4.6,-2.4,2007
Will Conroy,24,MEM,4.2,0.0,-2.7,2007
Will Conroy,24,LAC,-0.4,-0.1,-9.7,2007
Jamal Crawford,26,NYK,14.5,3.1,-0.5,2007
Austin Croshere,31,DAL,10.9,1.3,-1.6,2007
Eddy Curry,24,NYK,17.0,4.7,-1.8,2007
Marquis Daniels,26,IND,11.6,0.6,-2.7,2007
Baron Davis,27,GSW,21.0,6.4,3.6,2007
Carlos Delfino,24,DET,12.8,2.9,-0.1,2007
Luol Deng,21,CHI,18.7,11.3,3.0,2007
Boris Diaw,24,PHO,13.0,4.6,0.4,2007
DeSagana Diop,25,DAL,10.6,3.8,-0.2,2007
Ronald Dupree,26,DET,7.4,0.0,-4.9,2007
Reggie Evans,26,DEN,13.5,2.3,-2.2,2007
Raymond Felton,22,CHO,13.5,2.3,-0.8,2007
Michael Finley,33,SAS,13.7,4.7,0.7,2007
Derek Fisher,32,UTA,11.4,3.9,-1.6,2007
T.J. Ford,23,TOR,18.2,4.3,0.9,2007
Randy Foye,23,MIN,14.0,2.3,-1.0,2007
Adonal Foyle,31,GSW,13.7,1.0,-0.7,2007
Dan Gadzuric,28,MIL,11.9,0.8,-5.4,2007
Pau Gasol,26,MEM,24.1,6.9,3.6,2007
Rudy Gay,20,MEM,12.4,0.5,-2.2,2007
Daniel Gibson,20,CLE,9.4,2.0,-0.7,2007
Ryan Gomes,24,BOS,13.7,4.2,-1.4,2007
Drew Gooden,25,CLE,16.5,6.5,-0.2,2007
Danny Granger,23,IND,13.9,6.5,0.2,2007
Richard Hamilton,28,DET,18.1,8.1,1.2,2007
Matt Harpring,30,UTA,14.7,4.7,-1.0,2007
Al Harrington,26,IND,13.4,1.5,-1.6,2007
Al Harrington,26,GSW,16.1,2.8,-0.3,2007
Devin Harris,23,DAL,16.0,6.5,1.2,2007
Udonis Haslem,26,MIA,13.7,5.1,-2.3,2007
Chuck Hayes,23,HOU,13.9,6.4,-0.7,2007
Julius Hodge,23,DEN,16.0,0.1,3.1,2007
Julius Hodge,23,MIL,11.4,0.0,-3.3,2007
Ryan Hollins,22,CHO,8.5,0.2,-6.7,2007
Dwight Howard,21,ORL,21.1,9.7,2.8,2007
Kris Humphries,21,TOR,13.5,1.5,-3.2,2007
Andre Iguodala,23,PHI,18.1,7.7,2.4,2007
Royal Ivey,25,ATL,9.6,0.3,-3.8,2007
Jarrett Jack,23,POR,14.5,4.8,-0.7,2007
Stephen Jackson,28,IND,13.1,1.7,-0.9,2007
Stephen Jackson,28,GSW,15.7,2.4,-0.3,2007
LeBron James,22,CLE,24.5,13.7,8.1,2007
Mike James,31,MIN,13.3,2.8,-1.6,2007
Amir Johnson,19,DET,20.6,0.5,0.2,2007
Joe Johnson,25,ATL,19.5,5.1,2.5,2007
Dahntay Jones,26,MEM,9.6,0.7,-4.6,2007
Damon Jones,30,CLE,10.2,2.4,-0.5,2007
Chris Kaman,24,LAC,12.9,2.9,-3.0,2007
Brevin Knight,31,CHO,14.3,1.8,-1.0,2007
Kyle Korver,25,PHI,14.2,4.6,-0.1,2007
David Lee,23,NYK,20.2,6.9,3.0,2007
Shaun Livingston,21,LAC,13.7,2.4,0.0,2007
Kyle Lowry,20,MEM,18.3,0.5,4.7,2007
John Lucas III,24,HOU,11.8,0.6,-1.4,2007
Mark Madsen,31,MIN,4.5,0.4,-5.7,2007
Corey Maggette,27,LAC,18.6,7.0,0.5,2007
Stephon Marbury,29,NYK,15.3,5.9,0.2,2007
Shawn Marion,28,PHO,20.8,12.0,4.4,2007
Donyell Marshall,33,CLE,15.3,3.8,1.6,2007
Kenyon Martin,29,DEN,5.4,0.0,-7.3,2007
Roger Mason,26,WAS,7.2,-0.1,-4.7,2007
Jason Maxiell,23,DET,14.4,1.8,-2.0,2007
Sean May,22,CHO,19.1,2.2,1.4,2007
C.J. Miles,19,UTA,2.8,-0.5,-7.3,2007
Paul Millsap,21,UTA,17.6,4.7,0.6,2007
Nazr Mohammed,29,DET,16.5,2.3,-1.9,2007
Jameer Nelson,24,ORL,13.9,4.0,-0.7,2007
Steve Novak,23,HOU,7.7,0.4,-1.5,2007
Dirk Nowitzki,28,DAL,27.6,16.3,8.3,2007
Patrick O'Bryant,20,GSW,7.3,0.0,-4.6,2007
Jermaine O'Neal,28,IND,18.8,4.7,0.8,2007
Fabricio Oberto,31,SAS,11.9,4.1,-1.3,2007
Lamar Odom,27,LAL,16.1,4.7,1.1,2007
Emeka Okafor,24,CHO,20.1,7.1,2.1,2007
Mehmet Okur,27,UTA,18.1,8.8,2.2,2007
Zaza Pachulia,22,ATL,16.8,4.8,-0.8,2007
Jannero Pargo,27,NOP,13.4,2.0,-0.8,2007
Anthony Parker,31,TOR,14.5,6.5,1.4,2007
Tony Parker,24,SAS,21.4,9.6,3.1,2007
Chris Paul,21,NOP,22.0,8.8,5.0,2007
Kendrick Perkins,22,BOS,9.5,1.4,-2.6,2007
Morris Peterson,29,TOR,13.2,2.9,0.1,2007
Paul Pierce,29,BOS,21.7,5.4,4.2,2007
